"Ontology"	"DEGs_set"	"ID"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"FoldEnrichment"	"pvalue"	"p.adjust"	"geneID"
"BP"	"Unique in Amyg - Down"	"GO:0072001"	"renal system development"	36	"36/768"	"417/18913"	2.12601169064748	1.82900821315727e-05	0.00648663117593829	"Cd2ap, Ptk7, Ddc, Lama5, Nup160, Notch1, Dchs2, Itga3, Pdgfra, Egf, Fgf1, Ednrb, Npnt, Myo1e, Nid1, Cntrl, Vangl2, Pdgfrb, Pkd1, Invs, Dchs1, Kank2, Col4a4, Actn4, Ahi1, Col4a1, Cc2d2a, Acta2, Amer1, Sgpl1, Lamb2, Mtss1, Acat1, Robo1, Notch3, Greb1l"
"BP"	"Unique in Amyg - Down"	"GO:0032231"	"regulation of actin filament bundle assembly"	16	"16/768"	"116/18913"	3.39673132183908	1.83246229255002e-05	0.00648663117593829	"Map3k1, Sorbs3, Wasf2, Arhgef10, Abl1, Ppfia1, Flna, Arap1, Sh3pxd2b, Swap70, Arhgap28, Carmil1, Mtss1, Fhod1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0014044"	"Schwann cell development"	10	"10/768"	"48/18913"	5.13047960069444	1.85183835803057e-05	0.00648663117593829	"Erbb3, Sh3tc2, Med12, Arhgef10, Dicer1, Fa2h, Sirt2, Plec, Pard3, Lamb2"
"BP"	"Unique in Amyg - Down"	"GO:0060560"	"developmental growth involved in morphogenesis"	28	"28/768"	"289/18913"	2.38593930219146	2.00033262652692e-05	0.00648663117593829	"Spg11, Vcl, Cd2ap, Cpne1, Ptk7, Tnc, Sema6d, Notch1, Rgma, Med12, Abl1, Fgf1, Iqgap1, Mag, Sema4d, Vangl2, Eif2ak4, Csf1r, Slc12a2, Dip2b, Tbx2, Npr2, Nkd1, Lamb2, Ppp2r3a, Lrp6, Robo1, Epb41l5"
"BP"	"Unique in Amyg - Down"	"GO:0014014"	"negative regulation of gliogenesis"	11	"11/768"	"59/18913"	4.59134445621469	2.16964587842803e-05	0.00648663117593829	"Tp53, Notch1, Nr1d1, Dicer1, Id4, Sirt2, Tmem98, Kdm4a, Drd3, Cers2, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:0001822"	"kidney development"	35	"35/768"	"404/18913"	2.13346676464521	2.21431184720785e-05	0.00648663117593829	"Cd2ap, Ptk7, Ddc, Lama5, Nup160, Notch1, Dchs2, Itga3, Pdgfra, Egf, Fgf1, Ednrb, Npnt, Myo1e, Nid1, Cntrl, Vangl2, Pdgfrb, Pkd1, Invs, Dchs1, Kank2, Col4a4, Actn4, Ahi1, Cc2d2a, Acta2, Amer1, Sgpl1, Lamb2, Mtss1, Acat1, Robo1, Notch3, Greb1l"
"BP"	"Unique in Amyg - Down"	"GO:0051961"	"negative regulation of nervous system development"	20	"20/768"	"174/18913"	2.8306094348659	2.75924492299954e-05	0.00763391095363207	"Prtg, Rest, Tp53, Sema6d, Notch1, Rgma, Nr1d1, Dicer1, Id4, Sirt2, Tmem98, Mir137, Mag, Dip2b, Appl2, Kdm4a, Drd3, Cers2, Dusp10, Robo1"
"BP"	"Unique in Amyg - Down"	"GO:0007266"	"Rho protein signal transduction"	18	"18/768"	"149/18913"	2.97498951342282	3.53525116707807e-05	0.00926607937476252	"Abca1, Rhog, Myo9b, Dock6, Itga3, Abl1, Cdc42ep1, Lpar2, Sema4d, Dock8, Vangl2, Pdgfrb, Kank2, Arhgap27, Arhgef11, Dock7, Gna12, Robo1"
"BP"	"Unique in Amyg - Down"	"GO:0007229"	"integrin-mediated signaling pathway"	14	"14/768"	"98/18913"	3.5180431547619	4.06034961288634e-05	0.00959549343825306	"Ptk7, Tln1, Lama5, Itga3, Abl1, Itga2b, Flna, Bcar1, Dab2, Itgam, Gab2, Ikbkb, Itgav, Vav1"
"BP"	"Unique in Amyg - Down"	"GO:0051017"	"actin filament bundle assembly"	20	"20/768"	"179/18913"	2.75154213221601	4.15566100419482e-05	0.00959549343825306	"Map3k1, Sorbs3, Wasf2, Arhgef10, Abl1, Ppfia1, Fscn2, Flna, Arap1, Sh3pxd2b, Swap70, Arhgap28, Carmil1, Pls1, Actn4, Mtss1, Cald1, Fhod1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0050768"	"negative regulation of neurogenesis"	19	"19/768"	"165/18913"	2.83575599747475	4.23897300485075e-05	0.00959549343825306	"Prtg, Rest, Tp53, Sema6d, Notch1, Rgma, Nr1d1, Dicer1, Id4, Sirt2, Tmem98, Mir137, Mag, Dip2b, Appl2, Kdm4a, Drd3, Cers2, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:0060088"	"auditory receptor cell stereocilium organization"	7	"7/768"	"25/18913"	6.89536458333333	4.48437196932955e-05	0.00970964017707006	"Rest, Scrib, Tecta, Whrn, Cdh23, Myo3a, Pls1"
"BP"	"Unique in Amyg - Down"	"GO:0043406"	"positive regulation of MAP kinase activity"	15	"15/768"	"113/18913"	3.26897815265487	5.23759498416863e-05	0.0100250545286942	"Fzd5, Map3k1, P2rx7, Gab1, Fgf1, Iqgap1, Pik3cg, Map2k7, Vangl2, Pdgfrb, Map3k11, Axin1, Ern1, Robo1, Arhgef5"
"BP"	"Unique in Amyg - Down"	"GO:0061572"	"actin filament bundle organization"	20	"20/768"	"182/18913"	2.70618704212454	5.2686840222781e-05	0.0100250545286942	"Map3k1, Sorbs3, Wasf2, Arhgef10, Abl1, Ppfia1, Fscn2, Flna, Arap1, Sh3pxd2b, Swap70, Arhgap28, Carmil1, Pls1, Actn4, Mtss1, Cald1, Fhod1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0048715"	"negative regulation of oligodendrocyte differentiation"	6	"6/768"	"18/18913"	8.20876736111111	5.36583567815995e-05	0.0100250545286942	"Notch1, Id4, Sirt2, Tmem98, Drd3, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:1903825"	"organic acid transmembrane transport"	19	"19/768"	"168/18913"	2.78511749751984	5.43527052760531e-05	0.0100250545286942	"Acacb, Abcc1, Slc6a11, Ntsr1, Ttyh2, Slc6a9, Slc17a8, Slc6a6, Slc7a14, Slc6a8, Slc38a10, Slc11a1, Arhgef11, Slc19a1, Acsl1, Slc7a2, Slc16a11, Slc38a6, Slc25a13"
"BP"	"Unique in Amyg - Down"	"GO:0036342"	"post-anal tail morphogenesis"	7	"7/768"	"26/18913"	6.63015825320513	5.92258010168921e-05	0.0105337317522901	"Scrib, Med12, Vangl2, Dchs1, Npr2, Axin1, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0003401"	"axis elongation"	8	"8/768"	"35/18913"	5.62886904761905	6.32547703529967e-05	0.0106457277336757	"Ptk7, Tnc, Med12, Fgf1, Vangl2, Nkd1, Ppp2r3a, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0007264"	"small GTPase-mediated signal transduction"	37	"37/768"	"460/18913"	1.98081125452899	6.41308899619019e-05	0.0106457277336757	"Abca1, Ccdc88c, Cd2ap, Rhog, Myo9b, Dock5, Tp53, Wasf2, Notch1, Dock6, Itga3, Abl1, Dock10, Arhgap24, Cdc42ep1, Pik3cg, Syde2, Lpar2, Sema4d, Arhgap45, Dock8, Rasgrp4, Vangl2, Pdgfrb, Trim67, Kank2, Arhgap17, Arhgap27, Arhgap28, Arhgef11, Dock7, Cdon, Git2, Itgav, Vav1, Gna12, Robo1"
"BP"	"Unique in Amyg - Down"	"GO:0031589"	"cell-substrate adhesion"	32	"32/768"	"378/18913"	2.08476631393298	7.64785079371742e-05	0.0122859022428106	"Vcl, Kdr, Sorbs3, Col5a3, Dock5, Lama5, Notch1, Col16a1, Itga3, Bcam, Abl1, Tecta, Dicer1, Iqgap1, Sned1, Npnt, Itga2b, Flna, Nid1, Cntn2, Dock1, Carmil1, Actn4, Ephb1, Bcar1, Ntn4, Dab2, Itgam, Lamb2, Col1a1, Itgav, Epb41l5"
"BP"	"Unique in Amyg - Down"	"GO:0032956"	"regulation of actin cytoskeleton organization"	31	"31/768"	"362/18913"	2.10888222260589	7.97365656712159e-05	0.012409003032583	"Map3k1, Cd2ap, Sorbs3, Rhog, Wasf2, Arhgef10, Abl1, Magel2, Ppfia1, Cdc42ep1, Hip1r, Flna, Arap1, Myo3a, Vangl2, Sh3pxd2b, Pdgfrb, Swap70, Kank2, Arhgap17, Plekhg2, Arhgap28, Carmil1, Myo1c, Csf1r, Mtss1, Kirrel1, Fhod1, Fchsd1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0032233"	"positive regulation of actin filament bundle assembly"	11	"11/768"	"68/18913"	3.98366651348039	8.52684320409291e-05	0.0128677815625402	"Sorbs3, Arhgef10, Abl1, Flna, Sh3pxd2b, Swap70, Carmil1, Mtss1, Fhod1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0045686"	"negative regulation of glial cell differentiation"	8	"8/768"	"37/18913"	5.32460585585586	9.65691024981388e-05	0.0140254646781239	"Notch1, Nr1d1, Id4, Sirt2, Tmem98, Kdm4a, Drd3, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:0048709"	"oligodendrocyte differentiation"	17	"17/768"	"147/18913"	2.84793969671202	0.000100207491712261	0.0140254646781239	"Abca2, Sox13, Notch1, Myrf, Med12, Dicer1, Id4, Fa2h, Sirt2, Tmem98, Mag, Cntn2, Drd3, Gpr17, Sox6, Dusp10, Robo1"
"BP"	"Unique in Amyg - Down"	"GO:0031032"	"actomyosin structure organization"	22	"22/768"	"221/18913"	2.4514870852187	0.000101388901287643	0.0140254646781239	"Mybpc2, Sorbs3, Wasf2, Myh14, Arhgef10, Abl1, Pdgfra, Lurap1, Ppfia1, Iqgap1, Ldb3, Arap1, Sh3pxd2b, Pdgfrb, Plec, Arhgap28, Carmil1, Casq2, Fhod1, Epb41l5, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0030198"	"extracellular matrix organization"	29	"29/768"	"335/18913"	2.13182913557214	0.000111095097517155	0.0148945995193805	"Phldb1, Col15a1, Col14a1, Col5a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Axin2, Npnt, Myo1e, Nid1, Myh11, Sh3pxd2b, Adamts4, Reck, Col4a4, Col18a1, Col4a1, Optc, Ntn4, Fmod, Olfml2a, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Unique in Amyg - Down"	"GO:0043062"	"extracellular structure organization"	29	"29/768"	"336/18913"	2.12548440600198	0.000117016203362894	0.0148945995193805	"Phldb1, Col15a1, Col14a1, Col5a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Axin2, Npnt, Myo1e, Nid1, Myh11, Sh3pxd2b, Adamts4, Reck, Col4a4, Col18a1, Col4a1, Optc, Ntn4, Fmod, Olfml2a, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Unique in Amyg - Down"	"GO:0045229"	"external encapsulating structure organization"	29	"29/768"	"336/18913"	2.12548440600198	0.000117016203362894	0.0148945995193805	"Phldb1, Col15a1, Col14a1, Col5a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Axin2, Npnt, Myo1e, Nid1, Myh11, Sh3pxd2b, Adamts4, Reck, Col4a4, Col18a1, Col4a1, Optc, Ntn4, Fmod, Olfml2a, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Unique in Amyg - Down"	"GO:0048754"	"branching morphogenesis of an epithelial tube"	20	"20/768"	"193/18913"	2.55194840241796	0.000119635337505064	0.0148945995193805	"Kdr, Tnc, Lama5, Notch1, Abl1, Pdgfra, Dicer1, Egf, Fgf1, Npnt, Rbm15, Lama1, Vangl2, Pkd1, Dchs1, Slc12a2, Col4a1, Tbx2, Lrp6, Greb1l"
"BP"	"Unique in Amyg - Down"	"GO:0045685"	"regulation of glial cell differentiation"	13	"13/768"	"97/18913"	3.30043223797251	0.00014760655542019	0.0179287962437206	"Notch1, Myrf, Nr1d1, Dicer1, Id4, Sirt2, Tmem98, Mag, Cntn2, Csf1r, Kdm4a, Drd3, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:0051056"	"regulation of small GTPase mediated signal transduction"	24	"24/768"	"259/18913"	2.28197393822394	0.000153047885986787	0.0181471064812904	"Abca1, Cd2ap, Myo9b, Notch1, Dock6, Itga3, Abl1, Arhgap24, Pik3cg, Syde2, Lpar2, Sema4d, Arhgap45, Dock8, Pdgfrb, Trim67, Kank2, Arhgap17, Arhgap28, Dock7, Cdon, Git2, Itgav, Robo1"
"BP"	"Unique in Amyg - Down"	"GO:0002093"	"auditory receptor cell morphogenesis"	7	"7/768"	"30/18913"	5.74613715277778	0.000159076804350715	0.0181816776030753	"Rest, Scrib, Tecta, Whrn, Cdh23, Myo3a, Pls1"
"BP"	"Unique in Amyg - Down"	"GO:0090399"	"replicative senescence"	5	"5/768"	"14/18913"	8.79510788690476	0.000160641328219943	0.0181816776030753	"Tp53, Atr, Wrn, Tert, Atm"
"BP"	"Unique in Amyg - Down"	"GO:0035282"	"segmentation"	14	"14/768"	"112/18913"	3.07828776041667	0.000177191129847458	0.0196091517031187	"Fzd5, Tp53, Lama5, Notch1, Med12, Pcsk6, Axin2, Tcf7l1, Pld6, Ppp2r3a, Atm, Lrp6, Foxb1, Epb41l5"
"BP"	"Unique in Amyg - Down"	"GO:0045216"	"cell-cell junction organization"	22	"22/768"	"231/18913"	2.3453621031746	0.000192568250973781	0.0204040402095623	"Vcl, Fzd5, Cd2ap, Hdac7, Kifc3, Ptpn23, Whrn, Flna, Plec, Myo1c, Patj, Csf1r, Actn4, Plekha7, Cgn, Mpp7, Pard3, Mtss1, Ikbkb, Dsg2, Mtdh, Kirrel1"
"BP"	"Unique in Amyg - Down"	"GO:0061138"	"morphogenesis of a branching epithelium"	22	"22/768"	"231/18913"	2.3453621031746	0.000192568250973781	0.0204040402095623	"Fzd5, Kdr, Tnc, Lama5, Notch1, Abl1, Pdgfra, Dicer1, Egf, Fgf1, Npnt, Rbm15, Lama1, Vangl2, Pkd1, Dchs1, Slc12a2, Col4a1, Tbx2, Ntn4, Lrp6, Greb1l"
"BP"	"Unique in Amyg - Down"	"GO:0060122"	"inner ear receptor cell stereocilium organization"	9	"9/768"	"52/18913"	4.26224459134615	0.000219566196206508	0.0226500010412024	"Rest, Scrib, Minar2, Tecta, Whrn, Cdh23, Myo3a, Vangl2, Pls1"
"BP"	"Unique in Amyg - Down"	"GO:0015800"	"acidic amino acid transport"	12	"12/768"	"88/18913"	3.35813210227273	0.000222861456027895	0.0226500010412024	"P2rx7, Ntsr1, Ttyh2, Slc17a8, Slc6a6, Slc7a14, Arhgef11, Slc12a2, Slc32a1, Slc38a6, Slc25a13, Abat"
"BP"	"Unique in Amyg - Down"	"GO:0048705"	"skeletal system morphogenesis"	24	"24/768"	"266/18913"	2.2219219924812	0.000229000145775885	0.0228084145192782	"P2rx7, Sik3, Lama5, Ift140, Med12, Pdgfra, Ltbp3, Axin2, Sh3pxd2b, Pdgfrb, Pkd1, Foxn3, Asxl2, Irx5, Prrx1, Dync2i1, Sgpl1, Npr2, Sox6, Pcgf2, Axin1, Col1a1, Flvcr1, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0045217"	"cell-cell junction maintenance"	6	"6/768"	"23/18913"	6.4242527173913	0.000245198227974631	0.0237744821326099	"Kifc3, Whrn, Csf1r, Plekha7, Mtss1, Kirrel1"
"BP"	"Unique in Amyg - Down"	"GO:0007422"	"peripheral nervous system development"	12	"12/768"	"89/18913"	3.32040028089888	0.000248247604597533	0.0237744821326099	"Erbb3, Sh3tc2, Med12, Arhgef10, Dicer1, Fa2h, Ednrb, Sirt2, Plec, Lama2, Pard3, Lamb2"
"BP"	"Unique in Amyg - Down"	"GO:0014013"	"regulation of gliogenesis"	16	"16/768"	"145/18913"	2.71738505747126	0.000273858248168334	0.0257323410543076	"Tp53, Notch1, Myrf, Nr1d1, Dicer1, Id4, Sirt2, Tmem98, Tf, Mag, Csf1r, Gjc2, Kdm4a, Drd3, Cers2, Dusp10"
"BP"	"Unique in Amyg - Down"	"GO:0071526"	"semaphorin-plexin signaling pathway"	9	"9/768"	"54/18913"	4.10438368055556	0.000295218029741995	0.0266988962734049	"Kdr, Sema6d, Sema6a, Plxnb3, Plxnb2, Sema4c, Flna, Ncam1, Sema4d"
"BP"	"Unique in Amyg - Down"	"GO:0022011"	"myelination in peripheral nervous system"	7	"7/768"	"33/18913"	5.2237610479798	0.000300228552472023	0.0266988962734049	"Sh3tc2, Arhgef10, Dicer1, Fa2h, Sirt2, Plec, Pard3"
"BP"	"Unique in Amyg - Down"	"GO:0032292"	"peripheral nervous system axon ensheathment"	7	"7/768"	"33/18913"	5.2237610479798	0.000300228552472023	0.0266988962734049	"Sh3tc2, Arhgef10, Dicer1, Fa2h, Sirt2, Plec, Pard3"
"BP"	"Unique in Amyg - Down"	"GO:0048259"	"regulation of receptor-mediated endocytosis"	16	"16/768"	"148/18913"	2.66230292792793	0.000345775319459281	0.0302098437001267	"Ldlrap1, Abca2, Cd2ap, Scrib, C3, Egf, Sirt2, Tf, Neu3, Atxn2, Ahi1, Dab2, Pld2, Drd3, Pard3, Itgav"
"BP"	"Unique in Amyg - Down"	"GO:0007040"	"lysosome organization"	12	"12/768"	"93/18913"	3.1775873655914	0.000375832579236998	0.031722817705089	"Abca1, Spg11, Arsg, Hps1, Gaa, P2rx7, Atp10b, Mbtps1, Ap3b1, Zfyve26, Hps4, Tpp1"
"BP"	"Unique in Amyg - Down"	"GO:0080171"	"lytic vacuole organization"	12	"12/768"	"93/18913"	3.1775873655914	0.000375832579236998	0.031722817705089	"Abca1, Spg11, Arsg, Hps1, Gaa, P2rx7, Atp10b, Mbtps1, Ap3b1, Zfyve26, Hps4, Tpp1"
"BP"	"Unique in Amyg - Down"	"GO:0046777"	"protein autophosphorylation"	21	"21/768"	"227/18913"	2.27820415748899	0.000395256165080269	0.0323384630600763	"Kdr, Map3k1, Abl1, Pdgfra, Ttk, Iqgap1, Atr, Myo3a, Aatk, Aurkc, Pdgfrb, Map3k11, Eif2ak4, Stk10, Csf1r, Ephb1, Gfra2, Ephb4, Atm, Cdk12, Ern1"
"BP"	"Unique in Amyg - Down"	"GO:0048008"	"platelet-derived growth factor receptor signaling pathway"	10	"10/768"	"68/18913"	3.6215150122549	0.00039611370414953	0.0323384630600763	"Gab1, Abl1, Pdgfra, Iqgap1, Hip1r, Myo1e, Pdgfrb, Bcar1, Sgpl1, Npr2"
"BP"	"Unique in Amyg - Down"	"GO:1905039"	"carboxylic acid transmembrane transport"	17	"17/768"	"165/18913"	2.53725536616162	0.000404210399076212	0.0324672223774118	"Acacb, Abcc1, Ntsr1, Ttyh2, Slc6a9, Slc17a8, Slc7a14, Slc6a8, Slc38a10, Slc11a1, Arhgef11, Slc19a1, Acsl1, Slc7a2, Slc16a11, Slc38a6, Slc25a13"
"BP"	"Unique in Amyg - Down"	"GO:0051495"	"positive regulation of cytoskeleton organization"	19	"19/768"	"197/18913"	2.37512558164129	0.000439030393199558	0.0342667359156325	"Map3k1, Sorbs3, P2rx7, Arhgef10, Abl1, Magel2, Cdc42ep1, Flna, Sh3pxd2b, Swap70, Carmil1, Myo1c, Numa1, Mtss1, Kirrel1, Fhod1, Fchsd1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0032252"	"secretory granule localization"	7	"7/768"	"35/18913"	4.92526041666667	0.000440375722610539	0.0342667359156325	"P2rx7, Baiap3, Pik3cg, Stxbp2, Rab11b, Kif1c, Stxbp3"
"BP"	"Unique in Amyg - Down"	"GO:0099515"	"actin filament-based transport"	4	"4/768"	"10/18913"	9.85052083333333	0.000465629340391753	0.0353860543065919	"Myo5c, Myo1c, Actn4, Syne2"
"BP"	"Unique in Amyg - Down"	"GO:0051656"	"establishment of organelle localization"	35	"35/768"	"472/18913"	1.82610290872175	0.000468971804063266	0.0353860543065919	"Spg11, Kif13a, P2rx7, Scrib, Kif13b, Llgl1, Baiap3, Crocc, Arfgap2, Ttk, Sirt2, Insc, Stxbp2, Lmnb1, Myo5c, Pkd1, Mad1l1, Myo1c, Ap3b1, Rab11b, Actn4, Ahi1, Dock7, Pld2, Cep63, Kif1c, Cenpe, Pard3, Numa1, Gab2, Atm, Stxbp3, Dnm3, Fhod1, Syne2"
"BP"	"Unique in Amyg - Down"	"GO:0006898"	"receptor-mediated endocytosis"	25	"25/768"	"297/18913"	2.07292105078563	0.000490074809485095	0.0359853982651637	"Ldlrap1, Abca2, Cd2ap, Scrib, Micall1, C3, Egf, Sirt2, Hip1r, Tf, Cntn2, Neu3, Arhgap27, Atxn2, Ahi1, Dab2, Pld2, Itgam, Drd3, Cd81, Pard3, Grk4, Itgav, Dnm3, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0030010"	"establishment of cell polarity"	17	"17/768"	"168/18913"	2.49194723462302	0.000498336471475212	0.0359853982651637	"Amotl1, Myo9b, Ptk7, Scrib, Frmd4b, Abl1, Llgl1, Insc, Dock8, Lama1, Pkd1, Patj, Ephb1, Dock7, Plekhg3, Pard3, Numa1"
"BP"	"Unique in Amyg - Down"	"GO:0007163"	"establishment or maintenance of cell polarity"	21	"21/768"	"231/18913"	2.23875473484848	0.000498592867529377	0.0359853982651637	"Kiaa1614, Amotl1, Rhog, Myo9b, Ptk7, Scrib, Frmd4b, Abl1, Llgl1, Fscn2, Insc, Dock8, Lama1, Vangl2, Pkd1, Patj, Ephb1, Dock7, Plekhg3, Pard3, Numa1"
"BP"	"Unique in Amyg - Down"	"GO:0110053"	"regulation of actin filament organization"	24	"24/768"	"281/18913"	2.1033140569395	0.000511720447502152	0.0364052546937245	"Map3k1, Sorbs3, Wasf2, Arhgef10, Abl1, Magel2, Ppfia1, Cdc42ep1, Hip1r, Flna, Arap1, Sh3pxd2b, Swap70, Kank2, Plekhg2, Arhgap28, Carmil1, Myo1c, Mtss1, Kirrel1, Fhod1, Fchsd1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0060541"	"respiratory system development"	26	"26/768"	"316/18913"	2.02621472837553	0.000539124891641573	0.0373611344466612	"Hps1, Kdr, Srebf1, Ptk7, Tnc, Lama5, Notch1, Itga3, Pdgfra, Dicer1, Chd7, Ltbp3, Fgf1, Insc, Tnrc6c, Gng8, Lama1, Vangl2, Pdgfrb, Pkd1, Ap3b1, Tbx2, Myt1, Numa1, Disp1, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0150063"	"visual system development"	36	"36/768"	"494/18913"	1.79462930161943	0.000540160979951728	0.0373611344466612	"Arsg, Rpgr, Hps1, Fzd5, Kdr, Map3k1, Notch1, Ift140, Ttll5, Pdgfra, C3, Chd7, Fscn2, Slc17a8, Sall2, Lama1, Sh3pxd2b, Samd11, Pdgfrb, Nhs, Lamc3, Ahi1, Ephb1, Col4a1, Cdon, Cc2d2a, Tbx2, Irx5, Itgam, Crybg3, Rpe65, Opn4, Lamb2, Ppp2r3a, Mitf, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:1902905"	"positive regulation of supramolecular fiber organization"	18	"18/768"	"185/18913"	2.39607263513514	0.000553613262210672	0.0374471401798046	"Map3k1, Sorbs3, Arhgef10, Abl1, Magel2, Cdc42ep1, Flna, Sh3pxd2b, Swap70, Carmil1, Myo1c, Numa1, Mtss1, Kirrel1, Fhod1, Fchsd1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0002064"	"epithelial cell development"	23	"23/768"	"266/18913"	2.12934190946115	0.000559575622456354	0.0374471401798046	"Map7, Vcl, Ccdc88c, Fzd5, Kdr, Map3k1, Notch1, Dicer1, Flnb, Ednrb, Myo1e, Flna, Plec, Col18a1, Esr2, Cgn, Acta2, Arid4b, Pard3, Lamb2, Tnfrsf1a, Ikbkb, Epb41l5"
"BP"	"Unique in Amyg - Down"	"GO:0060119"	"inner ear receptor cell development"	10	"10/768"	"71/18913"	3.46849325117371	0.000563962954515129	0.0374471401798046	"Rest, Scrib, Minar2, Tecta, Dicer1, Whrn, Cdh23, Myo3a, Vangl2, Pls1"
"BP"	"Unique in Amyg - Down"	"GO:0042330"	"taxis"	34	"34/768"	"460/18913"	1.8202049365942	0.000594970039388488	0.0388341216550995	"Kdr, Rhog, Myo9b, Abcc1, Lsp1, Sema6d, Scrib, Notch1, Gab1, Pdgfra, Sema6a, C3, Plxnb3, Fgf1, Ednrb, Sema4c, Padi2, Gpsm3, Sema4d, Pdgfrb, Plec, Swap70, Dysf, Csf1r, Slc12a2, Ephb1, Bcar1, Itgam, Mtus1, Opn4, Itgav, Vav1, Robo1, Arhgef5"
"BP"	"Unique in Amyg - Down"	"GO:1990504"	"dense core granule exocytosis"	5	"5/768"	"18/18913"	6.84063946759259	0.000600447262538687	0.0388341216550995	"P2rx7, Baiap3, Stxbp2, Rab11b, Stxbp3"
"BP"	"Unique in Amyg - Down"	"GO:0001763"	"morphogenesis of a branching structure"	22	"22/768"	"252/18913"	2.14991526124339	0.00064275438585735	0.0398173676105591	"Fzd5, Kdr, Tnc, Lama5, Notch1, Abl1, Pdgfra, Dicer1, Egf, Fgf1, Npnt, Rbm15, Lama1, Vangl2, Pkd1, Dchs1, Slc12a2, Col4a1, Tbx2, Ntn4, Lrp6, Greb1l"
"BP"	"Unique in Amyg - Down"	"GO:0046942"	"carboxylic acid transport"	30	"30/768"	"390/18913"	1.89433092948718	0.000645600144516335	0.0398173676105591	"Acacb, Abcc3, Abcc1, P2rx7, Slc6a11, Tp53, P2ry2, Ntsr1, Abcc4, Ttyh2, Slc6a9, Slc17a8, Slc6a6, Ugt1a3, Slc7a14, Slco2b1, Slc6a8, Slc38a10, Slc11a1, Arhgef11, Slc12a2, Slc19a1, Drd3, Acsl1, Slc7a2, Slc16a11, Slc32a1, Slc38a6, Slc25a13, Abat"
"BP"	"Unique in Amyg - Down"	"GO:0043405"	"regulation of MAP kinase activity"	17	"17/768"	"172/18913"	2.43399497335271	0.000652757819757336	0.0398173676105591	"Fzd5, Map3k1, P2rx7, Gab1, Fgf1, Iqgap1, Pik3cg, Map2k7, Vangl2, Pdgfrb, Map3k11, Axin1, Dusp10, Cdk12, Ern1, Robo1, Arhgef5"
"BP"	"Unique in Amyg - Down"	"GO:0060041"	"retina development in camera-type eye"	21	"21/768"	"236/18913"	2.1913234904661	0.000660206607410083	0.0398173676105591	"Arsg, Rpgr, Hps1, Notch1, Ttll5, Pdgfra, C3, Chd7, Slc17a8, Lama1, Samd11, Pdgfrb, Lamc3, Ahi1, Col4a1, Cdon, Irx5, Rpe65, Opn4, Lamb2, Lrp6"
"BP"	"Unique in Amyg - Down"	"GO:0051492"	"regulation of stress fiber assembly"	12	"12/768"	"99/18913"	2.98500631313131	0.000668446890102351	0.0398173676105591	"Sorbs3, Wasf2, Arhgef10, Abl1, Ppfia1, Arap1, Sh3pxd2b, Arhgap28, Carmil1, Fhod1, Arhgef5, Tacr1"
"BP"	"Unique in Amyg - Down"	"GO:0015849"	"organic acid transport"	30	"30/768"	"392/18913"	1.88466597576531	0.00070140455038159	0.0398173676105591	"Acacb, Abcc3, Abcc1, P2rx7, Slc6a11, Tp53, P2ry2, Ntsr1, Abcc4, Ttyh2, Slc6a9, Slc17a8, Slc6a6, Ugt1a3, Slc7a14, Slco2b1, Slc6a8, Slc38a10, Slc11a1, Arhgef11, Slc12a2, Slc19a1, Drd3, Acsl1, Slc7a2, Slc16a11, Slc32a1, Slc38a6, Slc25a13, Abat"
