"Ontology"	"DEGs_set"	"ID"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"FoldEnrichment"	"pvalue"	"p.adjust"	"geneID"
"BP"	"Up"	"GO:0090407"	"organophosphate biosynthetic process"	87	"87/1690"	"450/12591"	1.44039053254438	0.000225368211835523	0.0146060064908641	"Snca, Itpka, Atp5mc2, Ormdl3, Serinc1, Hycc2, Adcy1, Ckmt1, Hprt1, Atp5mg, Nmrk1, Acsl4, Cdipt, Chp1, Pgs1, Mocs2, Tpi1, Nme2, Guk1, Nus1, Dck, Rrm2b, Atp5me, Nans, Atp5mf, Atp5f1d, Vapa, Dlat, Atp5pd, Mpc2, Dld, Eno1, Stoml2, Cps1, Ugp2, Efr3b, Nme1, Etnk1, Atp5po, Scp2, Atp5pb, Grk2, Pmm1, Atp5if1, Adcy2, Ak6, Pip5k1c, Pip4k2c, Atp5mc3, Pdha1, Ak5, Gpi, Htr2a, Rab38, Crls1, Mapk1, Mpc1, Atp5pf, Atp6v1a, Ndufc2, Mmut, Ip6k2, Lipa, Cept1, Taf9, Pmvk, Becn1, Cox11, Pik3ca, Sdhd, Ak4, Nppc, Atp5f1b, Gmppa, Cmas, Mpi, Nadk2, Capn2, Pigm, Adsl, Taf3, Dmac2l, Nudt2, Nanp, Pik3c3, Ttc7b, Far1"
"BP"	"Up"	"GO:1903828"	"negative regulation of protein localization"	48	"48/1690"	"217/12591"	1.64799171052273	0.00027272530858492	0.0174672538816036	"Dnaja1, Gnaz, Ccn3, Jagn1, Chp1, Txn1, Ndfip2, Derl2, Stxbp5l, Ap2m1, Syt4, Ndfip1, Fkbp1b, Abhd17a, Cdk5, Vps35, Snx3, Rangap1, Gopc, Cltc, Vsnl1, Rock2, Mfhas1, Rnf4, Sumo1, Ywhaz, Arf6, Inpp5k, Lztfl1, Ube2g2, Cabp1, Plk2, Derl3, Ube2j1, Ubac2, Gdi2, Bag4, Inhbb, Erp29, Ei24, Ppp2ca, Lyplal1, Ilrun, Abhd17c, Akt1, Gdi1, Ufm1, Lypla1"
"BP"	"Up"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	28	"28/1690"	"107/12591"	1.94961013106232	0.000308237292271524	0.0195121374316998	"Ykt6, Trappc2, Hyou1, Arf1, Lman2, Tmed9, Trappc3, Trappc6b, Rab1a, Vapa, Yipf5, Vamp7, Sec22b, Rnf139, Klhl12, Rabggtb, Sec23a, Trappc5, Bcap29, Copb1, Trappc1, Sar1b, Tmed7, Cope, Yipf4, Bcap31, Rangrf, Preb"
"BP"	"Up"	"GO:0046753"	"non-lytic viral release"	7	"7/1690"	"12/12591"	4.34600591715976	0.00033095968489295	0.0207097071788186	"Arl8b, Chmp1a, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Up"	"GO:0008088"	"axo-dendritic transport"	25	"25/1690"	"92/12591"	2.02453691793157	0.000341636373409259	0.0211187762899511	"Ap3s1, Arl8b, Kif3b, Hspa8, Hsbp1, Agtpbp1, Cnih2, Sybu, Fmr1, Uchl1, Fbxw11, Bloc1s4, Actr10, Kifap3, Bloc1s2, Ap3s2, Map2, Nefl, Sod1, Ap3m2, Atg5, Pafah1b1, Bloc1s1, Kif5c, Ap3b2"
"BP"	"Up"	"GO:0031647"	"regulation of protein stability"	63	"63/1690"	"308/12591"	1.52392415277031	0.000346907518446479	0.0211187762899511	"Snca, Nckap1, Mt3, Calr, Pten, Hspa8, Pin1, Xbp1, Hsp90ab1, Hsp90aa1, Pfn2, Chp1, Rnf149, Ppib, Cct6a, Usp46, Fam107a, Get1, Cct4, Hspd1, Ptges3, Fbxw11, Vps35, Ddost, Tcp1, Derl1, Rnf139, Swsap1, Cct3, Cct7, Cct8, Bag2, Prnp, Mosmo, Tesc, Serf1, Fbxw7, Mapk1, Cryab, Sumo1, Ywhaz, Gnaq, Tmem183a, Phb2, Tmem25, Crebl2, Tomm7, Ip6k2, Taf9, Epha4, Gapdh, Brinp1, Senp2, Rpl23, Dvl1, Usp12, Serf2, Usp37, Pfn1, Usp9x, Rpl11, Siah1, Stx12"
"BP"	"Up"	"GO:0070936"	"protein K48-linked ubiquitination"	24	"24/1690"	"87/12591"	2.05525402978984	0.00034913480273615	0.0211187762899511	"Ube2e3, Fbxo9, Ube2k, Ube2a, Kbtbd7, Ppial4d, Skp1, Rnf187, Cdc34, Ube3c, Ube2d3, Ttc3, Fbxo45, Rnf4, Rnf6, Ube2e2, Cul1, Ube2g2, Spsb3, Ube2r2, Rnf115, Ube2g1, Ube2q2, Hace1"
"BP"	"Up"	"GO:0070050"	"neuron cellular homeostasis"	22	"22/1690"	"77/12591"	2.12865595942519	0.000355377096847494	0.0212601419256897	"Atp6ap2, Atp6v1e1, Atp6v0e2, Atp2a2, Atp6v1g2, Sv2b, Atp6v1b2, Npy1r, Atp6v0d1, Atp6v1d, Atp6v1c1, Bap1, Cnr1, Cdk5, Nell2, Slc17a7, Atp6ap1, Atp6v1h, Tmem106b, Ncs1, Atp6v1a, Immt"
"BP"	"Up"	"GO:0006612"	"protein targeting to membrane"	27	"27/1690"	"103/12591"	1.95299017636583	0.000380051845489356	0.0224891548570006	"Hspa5, Srp9, Sgtb, Vps37b, Chp1, Hras, Srp19, Actr3, Pak1, Get1, Chm, Arpc2, Cdk5, Vamp7, Prnp, Large1, Mff, Arl6ip1, Cacnb3, Cdk5r1, Inpp5k, Zdhhc23, Srp14, Slc1a1, Golga7b, Gdi1, Ssr3"
"BP"	"Up"	"GO:0006007"	"glucose catabolic process"	10	"10/1690"	"23/12591"	3.23925906869051	0.000399438884513031	0.0233822073902037	"Pgam1, Tpi1, Ldha, Eno1, Tigar, Bad, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Up"	"GO:0007269"	"neurotransmitter secretion"	41	"41/1690"	"181/12591"	1.68763607832881	0.000442283367727082	0.0251312927957245	"Snca, Calm1, Syngr3, Stx1a, Calm2, Snap25, Syp, Atp2a2, Xbp1, Pfn2, Sv2b, Fmr1, Snap29, Npy1r, Snap47, Lin7c, Dnm1l, Pak1, Stxbp5l, Stx7, Syt4, Napb, Rap1b, Nrxn1, Slc38a2, Vamp7, Septin5, Rab3a, Fbxo45, Rab5a, Rab15, Syt1, Sptbn2, Ncs1, Ppfia3, Efr3a, Ap3m2, Dvl1, Cplx3, Cadps, Rab3gap1"
"BP"	"Up"	"GO:0099643"	"signal release from synapse"	41	"41/1690"	"181/12591"	1.68763607832881	0.000442283367727082	0.0251312927957245	"Snca, Calm1, Syngr3, Stx1a, Calm2, Snap25, Syp, Atp2a2, Xbp1, Pfn2, Sv2b, Fmr1, Snap29, Npy1r, Snap47, Lin7c, Dnm1l, Pak1, Stxbp5l, Stx7, Syt4, Napb, Rap1b, Nrxn1, Slc38a2, Vamp7, Septin5, Rab3a, Fbxo45, Rab5a, Rab15, Syt1, Sptbn2, Ncs1, Ppfia3, Efr3a, Ap3m2, Dvl1, Cplx3, Cadps, Rab3gap1"
"BP"	"Up"	"GO:0009117"	"nucleotide metabolic process"	74	"74/1690"	"378/12591"	1.4585235277543	0.000443167543789411	0.0251312927957245	"Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Rpe, Atp5mg, Nmrk1, Pde1a, Tpi1, Hsd11b1, Nme2, Ldha, Guk1, Atp6v1b2, Dck, Rrm2b, Atp5me, Mdh1, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Fdxr, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Ak6, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Mapk1, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Nt5c3a, Lipa, Noct, Taf9, Pkm, Taldo1, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nadk2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Cyb5r4, Dmac2l, Nudt2"
"BP"	"Up"	"GO:2000300"	"regulation of synaptic vesicle exocytosis"	19	"19/1690"	"64/12591"	2.21180658284024	0.000519768751751933	0.0291713513869848	"Calm1, Calm2, Atp2a2, Pfn2, Sv2b, Fmr1, Snap29, Npy1r, Dnm1l, Stxbp5l, Syt4, Rap1b, Rab3a, Fbxo45, Rab5a, Syt1, Ncs1, Dvl1, Rab3gap1"
"BP"	"Up"	"GO:0051650"	"establishment of vesicle localization"	40	"40/1690"	"177/12591"	1.68368267977134	0.000542396233533432	0.0301306642383266	"Snca, Ap3s1, Ykt6, Snap25, Cnih2, Chp1, Sybu, Mapk8, Arf1, Tmed9, Ap1ar, Ccdc186, Lin7c, Sdcbp, Rab1a, Cep19, Syt4, Fbxw11, Cdk5, Vamp7, Bloc1s4, Rab11a, Bloc1s2, Klhl12, Rab3a, Cops5, Vps4a, Ap3s2, Map2, Dync1i1, Fam91a1, Sar1b, Ap3m2, Pafah1b1, Chmp2a, Bloc1s1, Cadps, Ap3b2, Tesk1, Preb"
"BP"	"Up"	"GO:1900180"	"regulation of protein localization to nucleus"	36	"36/1690"	"155/12591"	1.73039129604886	0.000587695530750719	0.0323173178727971	"Ppp3cb, Ormdl3, Pin1, Xbp1, Hsp90ab1, Hsp90aa1, Chp1, Ptgs2, Cct6a, Ipo7, Ran, Cct4, Tcp1, Cct3, Cct7, Cct8, Rock2, Mfhas1, Mapk1, Sumo1, Ywhaz, Jak2, Cabp1, Nutf2, Larp7, Ipo5, Rassf5, Nup58, Ei24, Lamtor5, Ppp2ca, Jak1, Ilrun, Akt1, Tesk1, Ufm1"
"BP"	"Up"	"GO:0009408"	"response to heat"	24	"24/1690"	"90/12591"	1.98674556213018	0.000600300827732074	0.0326803770617341	"Chordc1, Dnaja1, Hspa8, Atp2a2, Hsp90ab1, Hsp90aa1, Dnajb1, Hsbp1, Lrp11, Ptgs2, Ier5, Hspd1, Rasa3, Hikeshi, Dnaja2, Dnaja4, Eif2s1, Cryab, Sumo1, Psip1, Sod1, Hdac2, Rbbp7, Akt1"
"BP"	"Up"	"GO:0006735"	"NADH regeneration"	7	"7/1690"	"13/12591"	4.01169776968594	0.000634058433401913	0.0331905203023078	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Up"	"GO:0061621"	"canonical glycolysis"	7	"7/1690"	"13/12591"	4.01169776968594	0.000634058433401913	0.0331905203023078	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Up"	"GO:0061718"	"glucose catabolic process to pyruvate"	7	"7/1690"	"13/12591"	4.01169776968594	0.000634058433401913	0.0331905203023078	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Up"	"GO:1990173"	"protein localization to nucleoplasm"	7	"7/1690"	"13/12591"	4.01169776968594	0.000634058433401913	0.0331905203023078	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Up"	"GO:0016236"	"macroautophagy"	59	"59/1690"	"291/12591"	1.51054108460928	0.000664034832148609	0.0344286250115907	"Calm1, Calm2, Scoc, Arl8b, Rab12, Atp2a2, Tbk1, Map1lc3a, Ube2a, Snap29, Atg12, Rab2a, Chmp1a, Lix1, Ubqln1, Dnm1l, Rab1a, Atg101, Chmp5, Rb1cc1, Nipsnap3b, Tigar, Retreg2, Sec22b, Emc6, Fkbp8, Atp5if1, Chmp3, Eif2s1, Pip4k2c, Bnip3l, Slc25a4, Bnip3, Fbxw7, Atg4b, Tmem74, Phb2, Chmp6, Vps41, Tomm7, Pex5, Tmem41b, Smcr8, Becn1, Ei24, Atg5, Ift20, Moap1, Chmp2a, Ilrun, Slc25a5, Gabarapl1, Ufc1, Ufm1, Rab3gap1, Lypla1, Stx12, Pik3c3, Sesn1"
"BP"	"Up"	"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	13	"13/1690"	"37/12591"	2.61767151767152	0.000677947559510637	0.0344929580745412	"Nckap1, Arpc3, Brk1, Arf1, Trim27, Ap1ar, Actr3, Arpc2, Actr2, Arpc5, Arpc4, Gmfb, Arpc5l"
"BP"	"Up"	"GO:0044743"	"protein transmembrane import into intracellular organelle"	13	"13/1690"	"37/12591"	2.61767151767152	0.000677947559510637	0.0344929580745412	"Hspa8, Hspd1, Tomm40, Chchd4, Grpel1, Pam16, Pex26, Tomm7, Pex5, Timm21, Pex10, Timm17a, Usp9x"
"BP"	"Up"	"GO:0010821"	"regulation of mitochondrion organization"	27	"27/1690"	"107/12591"	1.8799811978101	0.000725157554048964	0.0365533122615052	"Rap1gds1, Spire1, Mmp9, Marchf5, Tmem14a, Micu1, Bcl2l2, Dnm1l, Golph3, Bad, Vps35, Atp5if1, Ghitm, Tmem135, Slc30a9, Fam162a, Mff, Higd1a, Slc25a4, Bnip3, Mpv17l, Pam16, Stat2, Moap1, Slc25a5, Akt1, Prmt6"
"BP"	"Up"	"GO:0002084"	"protein depalmitoylation"	6	"6/1690"	"10/12591"	4.4701775147929	0.000750087564845737	0.0371225154820018	"Abhd17a, Abhd13, Abhd12, Lyplal1, Abhd17c, Lypla1"
"BP"	"Up"	"GO:0006122"	"mitochondrial electron transport, ubiquinol to cytochrome c"	6	"6/1690"	"10/12591"	4.4701775147929	0.000750087564845737	0.0371225154820018	"Uqcrq, Uqcr10, Uqcrh, Cycs, Uqcrfs1, Cyc1"
"BP"	"Up"	"GO:0006979"	"response to oxidative stress"	82	"82/1690"	"435/12591"	1.40442358702306	0.000758193542645526	0.0371856364519121	"Snca, Kpna4, Tpm1, Cfl1, Mt3, Nr4a2, Hspa8, Atp2a2, Xbp1, Mmp9, Ddit3, Klf6, Map1lc3a, Rbfox2, Ptgs2, Mapk8, Nme2, Ppp2cb, Ldha, Atox1, Rrm2b, Txn1, Ppial4d, Ppid, Atf4, Psmb5, Cycs, Fkbp1b, Ncoa7, Hspd1, Arpc2, Bad, Bmal1, Gsr, Map2k4, Pnpla8, Chrna4, Grk2, Stk25, Eif2s1, Glrx2, Prnp, Mff, Chchd4, Bnip3, Mif, Prdx2, Atf2, Mapk1, Cpe, Cryab, Jak2, Top2b, Ndufa12, Oxr1, Arl6ip5, Ercc1, Psip1, Pex5, Nptxr, Sod1, Map3k5, Gpx4, Becn1, Gclm, Wnt16, Hdac2, Slc1a1, Ndufa6, Pex10, Selenos, Mapkap1, Capn2, Apex1, Jun, Ptk2b, Msra, Akt1, Glrx, Pebp1, Vkorc1l1, Sesn1"
"BP"	"Up"	"GO:0032527"	"protein exit from endoplasmic reticulum"	14	"14/1690"	"42/12591"	2.48343195266272	0.000780995007499396	0.0379619359002385	"Tecpr2, Hsp90b1, Sel1l, Derl2, Tmem30a, Derl1, Gcc2, Ube2g2, Derl3, Ube2j1, Ubac2, Selenos, Bcap31, Rangrf"
"BP"	"Up"	"GO:0034976"	"response to endoplasmic reticulum stress"	52	"52/1690"	"251/12591"	1.5434875881091	0.000809581649078565	0.0390032079432187	"Hspa5, Pdia6, Hsp90b1, Elavl4, Calr, Pdia4, Atp2a2, Xbp1, Gorasp2, Ddit3, Ube2k, Hyou1, Ppp2cb, Dnajc10, Sdf2l1, Sel1l, Ubqln1, Dnm1l, Derl2, Jkamp, Atf4, Nck2, Serp2, Dnajc3, Derl1, Ficd, Rnf139, Cops5, Eif2s1, Apaf1, Usp14, Ube2g2, Derl3, Tmem33, Ube2j1, Ubac2, Tmub1, Map3k5, Psmc6, Grina, Erp29, Selenos, Jun, Serinc3, Cep290, Erp44, Ufc1, Bcap31, Ufm1, Rnf103, Aff4, Man1b1"
"BP"	"Up"	"GO:0099150"	"regulation of postsynaptic specialization assembly"	11	"11/1690"	"29/12591"	2.82597429096103	0.000835630642962803	0.0399050282481535	"Lrrtm2, Prickle2, Cript, Nrxn1, Prickle1, Arhgef9, Gap43, Sptbn2, LRRTM1, Nptxr, Ptk2b"
"BP"	"Up"	"GO:0048490"	"anterograde synaptic vesicle transport"	9	"9/1690"	"21/12591"	3.19298393913779	0.00088821849415915	0.0413287306171147	"Ap3s1, Cnih2, Bloc1s4, Bloc1s2, Ap3s2, Map2, Ap3m2, Bloc1s1, Ap3b2"
"BP"	"Up"	"GO:0099514"	"synaptic vesicle cytoskeletal transport"	9	"9/1690"	"21/12591"	3.19298393913779	0.00088821849415915	0.0413287306171147	"Ap3s1, Cnih2, Bloc1s4, Bloc1s2, Ap3s2, Map2, Ap3m2, Bloc1s1, Ap3b2"
"BP"	"Up"	"GO:0099517"	"synaptic vesicle transport along microtubule"	9	"9/1690"	"21/12591"	3.19298393913779	0.00088821849415915	0.0413287306171147	"Ap3s1, Cnih2, Bloc1s4, Bloc1s2, Ap3s2, Map2, Ap3m2, Bloc1s1, Ap3b2"
"BP"	"Up"	"GO:0099175"	"regulation of postsynapse organization"	42	"42/1690"	"193/12591"	1.6213079069197	0.00090389456209369	0.0417017118308309	"Itpka, Cfl1, Nrcam, Pten, Hspa8, Epha7, Lrrtm2, Actr3, Dnm1l, Fam107a, Prickle2, Abhd17a, Cript, Nrxn1, Ube2m, Actr2, Prickle1, Cdk5, Vps35, Nedd8, Caprin1, Pum2, Rac3, Rtn4r, Prnp, Sigmar1, Homer1, Cdk5r1, Cdc42, Rheb, Arhgap12, LRRTM1, Plppr4, Arc, Epha4, Pafah1b1, Dvl1, Ptk2b, Usp9x, Abhd17c, Akt1, Psd"
"BP"	"Up"	"GO:1904950"	"negative regulation of establishment of protein localization"	32	"32/1690"	"136/12591"	1.75301079011486	0.000914398747635096	0.0418318216985333	"Dnaja1, Gnaz, Ccn3, Jagn1, Chp1, Txn1, Ndfip2, Derl2, Stxbp5l, Syt4, Ndfip1, Fkbp1b, Cdk5, Snx3, Rangap1, Vsnl1, Sumo1, Inpp5k, Ube2g2, Cabp1, Derl3, Ube2j1, Ubac2, Bag4, Inhbb, Erp29, Ei24, Ppp2ca, Lyplal1, Gdi1, Ufm1, Lypla1"
"BP"	"Up"	"GO:0043523"	"regulation of neuron apoptotic process"	59	"59/1690"	"295/12591"	1.49005917159763	0.000943757900583257	0.0428151500897938	"Snca, Mt3, Nr4a2, Pin1, Rasa1, Epha7, Hsp90ab1, Ddit3, Bdnf, Hras, Mapk8, Fmr1, Hyou1, Lig4, Sncb, Kcnip3, Thap11, Ube2v2, Prkci, Atf4, Hspd1, Ube2m, Cdk5, Map2k4, Cdc34, Coro1a, Ppp2r2b, Btg2, Prnp, Sigmar1, Chl1, Gpi, Htr2a, Ntf3, Prdx2, Atf2, Ubb, Fbxw7, Cdk5r1, Cpe, Cdc42, Jak2, Oxr1, Nefl, Dnajc5, Egln2, Sod1, Trim2, Epha4, Gclm, Pik3ca, Hdgf, Grina, Slc1a1, Nppc, Tgfb3, Jun, Ptk2b, Xrcc4"
"BP"	"Up"	"GO:0048193"	"Golgi vesicle transport"	53	"53/1690"	"259/12591"	1.52457791688561	0.00097620126206397	0.0439209890138533	"Ap3s1, Ykt6, Rab6a, Arl8b, Spire1, Trappc2, Hyou1, Arf1, Rab6b, Lman2, Tmed9, Trappc3, Trappc6b, Ap1ar, Atp2c1, Rab1a, Vapa, Prkci, Yipf5, Stxbp5l, Exoc5, Cep19, Golph3, Vamp7, Sec22b, Rab14, Snx3, Rnf139, Klhl12, Snx2, Cog4, Ehd3, Ap3s2, Rabggtb, Sec23a, Gcc2, Trappc5, Sort1, Vps41, Bcap29, Copb1, Trappc1, Sar1b, Tmed7, Rab26, Golph3l, Cope, Yipf4, Lyplal1, Bcap31, Rangrf, Preb, Lypla1"
"BP"	"Up"	"GO:0010469"	"regulation of signaling receptor activity"	26	"26/1690"	"104/12591"	1.86257396449704	0.00104549019276666	0.0466528574542761	"Cfl1, Ankrd13c, Pten, Bud31, Chrna5, Cnih2, Thap11, Ramp3, Tafa1, Cnrip1, Nog, Nrxn1, Aplp2, Chrna4, Homer1, Fbxw7, Cdk5r1, Jak2, Chmp6, Arc, Hdac2, Grem1, Lynx1, Ppp2ca, Crhbp, Ppp2r5b"
"BP"	"Up"	"GO:0039702"	"viral budding via host ESCRT complex"	7	"7/1690"	"14/12591"	3.72514792899408	0.00112163755391922	0.0496438605165547	"Vps37b, Chmp1a, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Down"	"GO:0072006"	"nephron development"	29	"29/806"	"158/12591"	2.8672535100669	2.2244007264527e-07	0.0010815036332013	"Cd2ap, Sox8, Lama5, Nup160, Notch1, Dchs2, Itga3, Pdgfra, Fgf1, Ednrb, Npnt, Myo1e, Nid1, Sox9, Vangl2, Pdgfrb, Pkd1, Dchs1, Col4a4, Actn4, Ahi1, Acta2, Col4a3, Lamb2, Mtss1, Notch2, Acat1, Notch3, Greb1l"
"BP"	"Down"	"GO:0001525"	"angiogenesis"	58	"58/806"	"479/12591"	1.89154928847837	1.78949863359444e-06	0.00306189100680515	"Emilin2, Fzd5, Kdr, Mcam, C6, Tgfa, Adam12, Hdac7, Crhr2, Ddah1, Wasf2, Minar1, Notch1, Rtl1, Gab1, Abl1, Minar2, Pdgfra, Sema6a, C3, Dicer1, Egf, Fgf1, Arhgap24, Pik3cg, Mir137, Itga2b, Flna, Sp100, Tgfbr2, Rbm15, Pdgfrb, Gpld1, Vash2, Dysf, Reck, Pak4, Col18a1, Slc12a2, Ephb1, Col4a1, Optc, Fgfr2, Npr2, Tgfbi, Tert, Col4a3, Ephb4, Tnfrsf1a, Egfl7, Mtdh, Itgav, Notch2, Cald1, Rnf213, Robo1, Lepr, Notch3"
"BP"	"Down"	"GO:0010001"	"glial cell differentiation"	41	"41/806"	"294/12591"	2.17852078796779	1.88927869609532e-06	0.00306189100680515	"Abca2, Arsg, Sox8, Abcc1, Opalin, Sox13, Erbb3, Notch1, Sh3tc2, Myrf, Med12, Nr1d1, Arhgef10, Abl1, Gsn, Dicer1, Id4, Fa2h, Sirt2, Tmem98, Mag, Cntn2, Sox9, Plec, Cnp, Tspan2, Lama2, Csf1r, Lamc3, Gpr157, Itgam, Kdm4a, Drd3, Gpr17, Sox6, Pard3, Lamb2, Dusp10, Notch2, Lrp6, Robo1"
"BP"	"Down"	"GO:0003401"	"axis elongation"	10	"10/806"	"27/12591"	5.78577336641853	3.39160224349635e-06	0.00412249252696982	"Ptk7, Tnc, Med12, Fgf1, Sox9, Vangl2, Fgfr2, Nkd1, Ppp2r3a, Lrp6"
"BP"	"Down"	"GO:0048754"	"branching morphogenesis of an epithelial tube"	26	"26/806"	"159/12591"	2.55447352404139	8.63353389578558e-06	0.00721421333015512	"Kdr, Sox8, Tnc, Lama5, Notch1, Abl1, Pdgfra, Dicer1, Egf, Fgf1, Ddr1, Npnt, Tgfbr2, Sox9, Rbm15, Lama1, Vangl2, Pkd1, Dchs1, Gdf7, Slc12a2, Col4a1, Tbx2, Fgfr2, Lrp6, Greb1l"
"BP"	"Down"	"GO:0032835"	"glomerulus development"	16	"16/806"	"72/12591"	3.47146401985112	9.5264710406394e-06	0.00721421333015512	"Cd2ap, Notch1, Pdgfra, Ednrb, Myo1e, Nid1, Vangl2, Pdgfrb, Col4a4, Actn4, Acta2, Col4a3, Lamb2, Mtss1, Notch2, Notch3"
"BP"	"Down"	"GO:0042063"	"gliogenesis"	48	"48/806"	"394/12591"	1.90313763524833	1.19595229014966e-05	0.00721421333015512	"Abca2, Arsg, Sox8, Abcc1, Opalin, Sox13, Tp53, Erbb3, Scrib, Notch1, Sh3tc2, Myrf, Med12, Nr1d1, Arhgef10, Abl1, Gsn, Dicer1, Id4, Fa2h, Sirt2, Tmem98, Tf, Mag, Cntn2, Sox9, Plec, Cnp, Tspan2, Lama2, Csf1r, Lamc3, Gpr157, Gjc2, Itgam, Kdm4a, Drd3, Gpr17, Sox6, Pard3, Cers2, Lamb2, Dusp10, Notch2, Lrp6, Syne2, Robo1, Lepr"
"BP"	"Down"	"GO:0030198"	"extracellular matrix organization"	37	"37/806"	"275/12591"	2.10181367020077	1.36650723687416e-05	0.00721421333015512	"Phldb1, Col15a1, Antxr1, Col14a1, Col5a3, Col9a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Ddr1, Axin2, Npnt, Myo1e, Nid1, Myh11, Sox9, Sh3pxd2b, Adamts4, Loxl4, Reck, Col4a4, Col18a1, Aplp1, Col4a1, Optc, Ntn4, Fmod, Tgfbi, Olfml2a, Col4a3, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Down"	"GO:0045229"	"external encapsulating structure organization"	37	"37/806"	"275/12591"	2.10181367020077	1.36650723687416e-05	0.00721421333015512	"Phldb1, Col15a1, Antxr1, Col14a1, Col5a3, Col9a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Ddr1, Axin2, Npnt, Myo1e, Nid1, Myh11, Sox9, Sh3pxd2b, Adamts4, Loxl4, Reck, Col4a4, Col18a1, Aplp1, Col4a1, Optc, Ntn4, Fmod, Tgfbi, Olfml2a, Col4a3, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Down"	"GO:0043062"	"extracellular structure organization"	37	"37/806"	"276/12591"	2.09419840327975	1.48379541961232e-05	0.00721421333015512	"Phldb1, Col15a1, Antxr1, Col14a1, Col5a3, Col9a3, Notch1, Col16a1, Kif9, Abl1, Pdgfra, Ddr1, Axin2, Npnt, Myo1e, Nid1, Myh11, Sox9, Sh3pxd2b, Adamts4, Loxl4, Reck, Col4a4, Col18a1, Aplp1, Col4a1, Optc, Ntn4, Fmod, Tgfbi, Olfml2a, Col4a3, Lamb2, Col1a1, Tnfrsf1a, Chadl, Mmp19"
"BP"	"Down"	"GO:0022612"	"gland morphogenesis"	23	"23/806"	"140/12591"	2.56640375753279	2.60901108281666e-05	0.0107055027816313	"Rps6ka1, Tgfa, Tnc, Lama5, Erbb3, Scrib, Notch1, Id4, Fgf1, Ddr1, Stat5a, Tgfbr2, Sox9, Lama1, Gdf7, Slc12a2, Esr2, Tbx2, Ntn4, Fgfr2, Notch2, Lrp6, Robo1"
"BP"	"Down"	"GO:0061138"	"morphogenesis of a branching epithelium"	28	"28/806"	"189/12591"	2.31430934656741	2.64224667584483e-05	0.0107055027816313	"Fzd5, Kdr, Sox8, Tnc, Lama5, Notch1, Abl1, Pdgfra, Dicer1, Egf, Fgf1, Ddr1, Npnt, Tgfbr2, Sox9, Rbm15, Lama1, Vangl2, Pkd1, Dchs1, Gdf7, Slc12a2, Col4a1, Tbx2, Ntn4, Fgfr2, Lrp6, Greb1l"
"BP"	"Down"	"GO:0048709"	"oligodendrocyte differentiation"	23	"23/806"	"142/12591"	2.53025722573655	3.29293513355081e-05	0.01231557739948	"Abca2, Sox8, Opalin, Sox13, Notch1, Myrf, Med12, Gsn, Dicer1, Id4, Fa2h, Sirt2, Tmem98, Mag, Cntn2, Sox9, Cnp, Tspan2, Drd3, Gpr17, Sox6, Dusp10, Robo1"
"BP"	"Down"	"GO:0001667"	"ameboidal-type cell migration"	32	"32/806"	"241/12591"	2.07423576289859	6.66951997056735e-05	0.0231622900692132	"Amotl1, Sox8, Prr5l, Dock5, Lama5, Sema6d, Scrib, Wasf2, Ptpn23, Itga3, Tns1, Sema6a, Ednrb, Sema4c, Iqgap1, Sema4d, Tgfbr2, Sox9, Dock1, Plec, Kank2, Patj, Actn4, Appl2, Acta2, Sgpl1, Gab2, Dusp10, Lrp6, Gna12, Epb41l5, Tacr1"
